,lang_name,iso639_3,glottocode,walscode,printname,Oc.printname,P3.printname,lat,lon,hjust,vjust,Oc.hjust,Oc.vjust,P3.hjust,P3.vjust,coord_notes,print,sort_affiliation,family_genus,genus_wals,genus.print,genus.rough,sclass.long,area.specific,area,area_glottolog,area_wals,refs,lang_comment,ref2,"elicited, pc etc.",include,Morph. Case,NP concord,WO,verb_object_order_wals,WO.WALS.,verb_object_order,WO.complex,adpos.dir,adposition_order_wals,adpos.WALS.sourced,adposition_order,adpositions (tendency),genitive.detail,genitive_order_wals,genitive.WALS.sourced,genitive_order,pro drop,NP order,"DemOrder (WALS clearly has the wrong value according to the citation there, Palmer 2002:503)",DemOrder.simple,demonstrative_order_wals,DemOrder.WALS.sourced,demonstrative_order,Dem. compat.APCdir,definite_article,article_distinct_third,article_order,demonstrative_as_third,third.Dem.complex,demonstrative_w_article,"Demtype (Dist., Pers/Dist)",Dem+Proper,Art+Proper,nominal_person,APC.complex,APC,APC_order,bound_person_order,boundPers.withAPC,person_allowed,person_third_available,number_allowed,person_complex,number_complex,N-Pron,Pron-N,APC+Proper,nominal_person_w_article,APC with def marker,unagreement,Pron-Num,full pronoun,affix,PronNum.non-suppletive,Pron.Num=N-Num,Pron.case=N.case,Modify pron by adj,Dem pron=adnom,Dempron restrictions,3rd=Dem.complex,Def by Dem,Def by 3rd pron,Pron+Dem,PPDC,PPDC_comment,PPDC_ref,Pron>Dem,Dem>Pron,“optional” number marking in NP,assoc. plural,V agr,we + X,inclusory pronoun construction,COMMENTS,PostP+preAPC,refs_bib,PPDC_refs_bib
105,Bulgarian,bul,bulg1262,bul,Bulg,27,Bulg,43.3646,25.047,-0.2,-0.3,1.2,0.0,-0.2,0.2,,1.0,"IE, Slavic, South","IE, Slavic",Slavic,"\gls{ie}, Slavic",IE,"IE, Slavic, South","Europe, Southeast",Europe,Eurasia,Eurasia,Höhn 2016:560,,,elicit,y,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NoDom,1.0,NoDom,agree,,Dem N,Dem N,DemN,1.0,DemN,y,y (suffix),y,NArt,n,n,n (prescriptive),"3, pers?",,,y,y,y,pre,n,,no 3,n,non-sg,no 3,non-sg,n,y,,y,y,y,,,n,,,,,,,n,,,,,,,,,n,,,,,,,hoehn2016[560],
106,Macedonian,mkd,mace1250,mcd,Macedonian,Macedonian,Macedonian,41.5957,21.7932,0.5,-0.7,0.5,-0.7,0.5,-0.7,,0.0,"IE, Slavic, South","IE, Slavic",Slavic,,IE,"IE, Slavic, South","Europe, Southeast",Europe,Eurasia,Eurasia,"Friedman 2002, Tomić 2012","deictic articles, cf. Pomak",Tomic 2012,,,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NoDom,1.0,NoDom,agree,Q Dem Num A N,Dem N,Dem N,DemN,1.0,DemN,n,"y (suffix, deictic distinctions)",y,NArt,,n,y (substandard?),"3, pers",,,,,,,n,,,,,,,n,y,,,,no info,,,deict.art,,,,,,,n,,,,,,,,,n,,,,,,,"friedman2002,tomic2012",
107,Pomak,,poma1238,,Pomak,28,Pomak,41.8,25.43,-0.2,0.3,-0.1,0.2,-0.2,0.3,coord based on Xanthi,1.0,"IE, Slavic, South","IE, Slavic",Slavic,"\gls{ie}, Slavic",IE,"IE, Slavic, South","Europe, Southeast",Europe,Eurasia,Eurasia,Papadimitriou 2008:582 (144?),deictic articles,,elicit,y,,,VO,,0.0,VO,SVO,pre,,0.0,pre,pre,,,0.0,NoDom,agree,,Dem N,Dem N,,0.0,DemN,y,"y (suffix, deictic distinctions)",y,NArt,n,n,y (substandard?),"3, pers",,,y,y,y,pre,n,,,,,,,n,y,,y,y,y,,,deict.art,,,,,,,n,,,y (3pl dem.pl),y_nn,no instance with nouns,Papadimitriou 2008:581,y,n?,n,,,,,,,papadimitriou2008[582 (144?)],papadimitriou2008[581]
108,Serbocroatian,hbs,sout1528,scr,,29,23,42.0,19.0,1.2,-0.2,1.2,-0.2,1.2,-0.2,"Serbian now separate from Croatian in glottolog, using Serbian-Croatian coordinates from WALS",1.0,"IE, Slavic, South","IE, Slavic",Slavic,,IE,"IE, Slavic, South","Europe, Southeast",Europe,Eurasia,Eurasia,,,,elicit,,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NoDom,1.0,NoDom,agree,,Dem N,Dem N,DemN,1.0,DemN,y,n,n,,,n,,"3, pers?",,,y,y,y,pre,n,,,,,,,n,y,,,,n,,,n,,,,,,,n,,,,,,,,,n,,,,,,,,
109,Slovenian,slv,slov1268,slo,Slovenian,Slovenian,Slovenian,46.2543,14.7766,0.5,-0.7,0.5,-0.7,0.5,-0.7,,0.0,"IE, Slavic, South","IE, Slavic",Slavic,,IE,"IE, Slavic, South","Europe, Central",Europe,Eurasia,Eurasia,,,,elicit,,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NoDom,1.0,NoDom,,,Dem N,Dem N,DemN,1.0,DemN,y,(n),n,,,n,,,,,y,y,y,pre,n,,,,non-sg,,non-sg,n,y,,y? (complicated),y? (complicated),y,,,n,,,,,,,n,,,,,,,,,n,,,,,,,,
110,Polish,pol,poli1260,pol,Polish,Polish,Polish,51.8439,18.6255,-0.15,0.4,0.5,-0.7,-0.2,0.4,,1.0,"IE, Slavic, West","IE, Slavic",Slavic,"\gls{ie}, Slavic",IE,"IE, Slavic, West","Europe, Central",Europe,Eurasia,Eurasia,Rutkowski 2002:161,,,Marta Wierzba (p.c.); elicit,y,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,agree,,Dem N,Dem N,DemN,1.0,DemN,y,n,n,,n,n,,,,,y,y,y,pre,n,,no 3,n,non-sg,no 3,non-sg,n,y,,,,no info,,,n,,,,,,,n,,,,,,,,,n,,,,,,,rutkowski2002[161],
111,Basque,eus,basq1248,bsq,Basque,Basque,Basque,43.2787,-1.31622,0.7,-0.9,0.7,-0.7,0.7,-0.9,,1.0,isolate,isolate-Bas,Basque,Basque,isolate-Bas,isolate,"Europe, Southwest",Europe,Eurasia,Eurasia,"(Q) Saltarelli 1988:210; Trask 2003:122; De Rijk 2008:482, 501f.; Areta 2009:67; Artiagoitia 2012",on unagreement also Torrego & Laka 2015,,Xabier Artiagoitia (p.c.),y,,,OV,OV,1.0,OV,SOV,post,post,1.0,post,post,,GenN,1.0,GenN,agree?,(Q/Num) N A Dem/Det,N Dem,N Dem,NDem,1.0,NDem,n,y (suffix),y,NArt,y,y,n,"3, pers/dist",,,y,y/n?,n,,post,pre,no 3,n,all,all,,,?,,n,,?,,,deict.art?,,,,,,,y,(y),(y),n (but dem instead of pron),n,,,,,n,,,not quite,,,,"saltarelli1988[210];trask2003[122];derijk2008[482, 501f.];areta2009[67];artiagoitia2012",
112,Khoekhoe (Nama),naq,nama1264,kho,Khoekhoe/Nama,Khoekhoe (Nama),Khoekhoe (Nama),-25.0747,17.9767,0.5,1.6,0.5,-0.7,0.5,1.6,,1.0,"Khoe-Kwadi, Khoekhoe","Khoe-Kwadi, Khoekhoe",Khoe-Kwadi,Khoe-Kwadi,Khoe-Kwadi,"Khoe-Kwadi, Khoekhoe","Africa, South, Namibia",Africa,Africa,Africa,"Rust 1965:18; Böhm 1985:133-145; Haacke 1976,1977, 2013; Maho 1998:140; Lyons 1999: 142f., 311; Himmelmann 1997: 215f.",,,,y,,,OV,OV,1.0,OV,SOV,post,post,1.0,post,post,,GenN,1.0,GenN,n,,Dem N,Dem N,DemN,1.0,DemN,n,y,y,ArtN,n,n,n,"2, dist",,,y,unclear,n,,post,pre,all,y,all,all,all,n/y,y/n (determiner),n,y,y (personal enclitic),,,,enclitic,,,,,,,n,,,(y) (enclitic pronoun on dem marker),y,demonstratives presumably in complementary distr. With prenominal “person” markers?,Haacke 1977:54,,,,,,,,,,"rust1965[18];boehm1985[133-145];haacke1976,1977,2013;maho1998[140];lyons1999[142f., 311];himmelmann1997[215f.]",haacke1977[54]
113,Khwe/Kxoe,xuu,kxoe1243,kxo,Khwe,Khwe,Khwe,-16.59051,22.599835,0.5,-0.8,0.5,-0.7,0.5,-0.8,,1.0,"Khoe-Kwadi, West-Kxoe","Khoe-Khwadi, West-Kxoe",Khoe-Kwadi,Khoe-Kwadi,Khoe-Kwadi,"Khoe-Kwadi, West-Kxoe","Africa, South",Africa,Africa,Africa,"Kilian-Hatz2008:40-43, 79",,,,y,,,OV,OV,1.0,OV,SOV,post,post,1.0,post,post,,GenN,1.0,GenN,n,,Dem N,Dem N,DemN,1.0,DemN,n,y,y,ArtN,y,y,n,,,,y,unclear,n,,post,pre,all,y,all,all,all,,,,y,,,,,enclitic,,,,,,,y,,,y DEM+PNG,y,demonstratives presumably in complementary distr. With prenominal “person” markers?,"Kilian-Hatz 2008:41, (2/3); 49, (25)",,y,possibly? (PNG not obligatory),,,,,,,"kilianhatz2008[40-43, 79]","kilianhatz2008[41, (2/3)];49,(25)"
114,Warndarang,wnd,wand1263,wrn,Warndarang,Warndarang,Warndarang,-14.2996,135.705,,,,,,,,,"(Australian) Mangarrayi-Maran, Maran","Mangarrayi-Maran, Maran",Mara,,Warndarang,"Mangarrayi-Maran, Mangarrayi","Oceania, Australia",Australia,Australia,Australia,Heath 1980:95,also Wandarang,,,,y,y,VO,VO,1.0,VO,SVO,pre,,,,pre?,,NGen,1.0,NGen,agree,,,,,,,n,n,n,,n,n,,4 dist + 1 anaphoric,,,y,n?,n,,pre,,no 3,n,non-sg?,no 3,non-sg? (+pl),,,,,,,,,prefix,,,,,,,,,,,,,,,,,,,,,,,heath1980[95],
115,Kinyarwanda,kin,kiny1244,kin,1,Kinyarwanda,Kinyarwanda,-1.56771,29.6441,0.5,1.6,0.5,-0.7,0.5,-0.7,,1.0,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Ruanda-Rundi (D.61) ","Niger-Congo, Bantu",Bantu,"Niger-Congo, Bantu",Niger-Congo,"Niger-Congo, Bantu","Africa, East",Africa,Africa,Africa,van der Wal 2022:68f.,van der Wal (2020:48),,elicit,y,,,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,,0.0,NGen,agree,,,Dem N,DemN,1.0,DemN,y,n,n,,,,,,,,y,y,y,pre,n,,,,all,,all,n,y,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,vanderwal2022[68f.],
116,Kirundi,run,rund1242,rnd,Kirundi,Kirundi,Kirundi,-2.94,29.97,0.5,-0.7,0.5,-0.7,0.5,-0.7,,0.0,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Ruanda-Rundi (D.62) ","Niger-Congo, Bantu",Bantu,,Niger-Congo,"Niger-Congo, Bantu","Africa, East",Africa,Africa,Africa,,,,elicit,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,y,y,y,pre,n,,,,all,,all,n,y,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,,
117,Lubukusu,bxk,buku1249,buk,Lubukusu,Lubukusu,Lubukusu,0.68043,34.7719,0.5,-0.7,0.5,-0.7,0.5,-0.7,,0.0,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Masaba-Luhya (E.31) ","Niger-Congo, Bantu",Bantu,,Niger-Congo,"Niger-Congo, Bantu","Africa, East",Africa,Africa,Africa,van der Wal (2022:68),,,elicit,,,,,,,,,,,,,,,,,,,,,,,,,n,,,,,,,,,,y,y,y,pre,n,,,,all,,all,n,y,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,vanderwal(2022[68)],
118,Luganda,lug,gand1255,lda,Luganda,Luganda,Luganda,0.66884,32.15153,0.1,-0.7,0.5,-0.7,0.5,-0.7,,1.0,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J, Nyoro-Ganda (E.15) ","Niger-Congo, Bantu",Bantu,"Niger-Congo, Bantu",Niger-Congo,"Niger-Congo, Bantu","Africa, East",Africa,Africa,Africa,Ashton et al. 1954:102,,,elicit,y,,,VO,,0.0,VO,SVO?,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,,,"N Dem (but Ashton p. 41, fn 2. “occasionaly they precede it [the noun]”)",N Dem,NDem,1.0,NDem,y,,,,,,,,,,y,y,y,pre,n,,,,all,,all,n,y,,,,,,,n,,,,,,,,,,,,,,,,,,,,,,,ashtonetal1954[102],
119,Nkore-Kiga,nyn/cgg,nkor1241,nko,Nkore-Kiga,Nkore-Kiga,Nkore-Kiga,-1.04,29.91,1.1,0.1,0.5,-0.7,-0.1,0.4,location for Chiga,1.0,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, J","Niger-Congo, Bantu",Bantu,"Niger-Congo, Bantu",Niger-Congo,"Niger-Congo, Bantu","Africa, East, Uganda",Africa,Africa,Africa,(Q) Taylor 1985:131,(Tayebwa 2014),,,y,,,VO,VO,1.0,VO,SVO [pronouns pre-V],pre,pre,1.0,pre,pre,,NGen,1.0,NGen,agree?,"(Q [each, every]) N Poss Dem Adj Q VerbAdj RC Emph [Problem for Cinque2005?]",emph Dem N/N Dem,N Dem,NDem,1.0,NDem,y,n (but def marking by initial vowel on modifiers),n,,n,n,? [but Dem with Pos],"3, pers [non-human; 2, dist for humans]",,,y,y (emphatic prons),y,pre,n,,unclear,unclear,all,"unclear (+1, ?23)",all (+pl),n,y,,,unclear (no example with Adj),,"not in notes, possibly recheck",emphatic form!,n,n?,y (for noun classes),,n,,,n (but potentially dem derived from 3?),(y),,,,,,,,n,,y,y,,for cl 12 pronouns looks like there is base form (=3) and prefixes for 12 person [except 3pl],,taylor1985[131],
120,Nzadi,nzd,nzad1234,,Nzadi,Nzadi,Nzadi,-4.102208,20.194462,1.2,0.5,,,,,,1.0,"Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow, Central-Western, Yanzi (B.80)","Niger-Congo, Bantu",Bantu,"Niger-Congo, Bantu",,"Niger-Congo, Bantu","Africa, Central",Africa,Africa,Africa,"Crane et al. 2011:210, 279",,,,y,,n,VO,,0.0,VO,SVO,pre,,0.0,pre,pre,,,0.0,NGen,no?,"N Poss {A, Q, Dem}",(emph Dem) N Dem,N Dem,,0.0,NDem,y,n,n,,n,n,,"3, pers",,,y,y,y,pre,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"craneetal2011[210, 279]",
121,Swahili,swh,swah1253,swa,Swahili,Swahili,Swahili,-8.25605,37.624,-0.2,0.5,0.5,-0.7,-0.2,0.5,,1.0,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu","Niger-Congo, Bantu",Bantu,"Niger-Congo, Bantu",Niger-Congo,"Niger-Congo, Bantu","Africa, East",Africa,Africa,Africa,,(Mpiranya 2014; APC data through elicitation),,Vital Kazimoto (p.c./elicit),y,,y,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,NGen,1.0,NGen,agree,,emph Dem N/N Dem,N Dem,NDem,1.0,NDem,y,n,n,,n,n,,"3, pers",,,y,y,y,pre,n,,,,all,,all,n,y,,,,y,,,n,,,,,,,n?,,,,,,,,,,,,,,,,,
122,Babungo,bav,veng1238,bab,Babungo,Babungo,Babungo,6.11403,10.4137,-0.1,0.5,0.3,1.6,0.1,1.7,Vengo,1.0,"Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Wide Grassfields, Narrow Grassfields, Ring, South","Niger-Congo, Grassfields Bantu",Wide Grassfields,"Niger-Congo, Wide Grassfields",Niger-Congo,"Niger-Congo, Grassfields Bantu","Africa, Central, Cameroon",Africa,Africa,Africa,Schaub 1985:197f.,,,,y,,y,VO,VO,1.0,VO,SVO,pre,pre,1.0,pre,pre,,,0.0,NGen,no?,(emph Dem/Poss) N Adj Poss  Dem Qu PP RC,emph Dem N/N Dem,N Dem,NDem,1.0,NDem,y,n,n,,n,n,,"3, visible/invisible/known",,,y,y,y,pre,n,,all,y,all,"all (+1, ?23 but implied)",all („the referent or referents refered to“),n,y,,,,,y (Pro Num),,n,,,,,,,n (but non-human),y (anaph dem),,,,,,,,,,n,y?,,inclusory pronoun construction restricted to 12plural and involves floating high tone (=associative marker; in contrast to APC); resumptives in Rcs,,schaub1985[197f.],
123,Koromfe,kfz,koro1298,kfe,Koromfe,Koromfe,Koromfe,14.046,-1.96187,0.5,-0.7,0.5,-0.7,0.7,-0.7,,1.0,"Niger-Congo, Gur","Niger-Congo, Gur",Koromfe,"Niger-Congo, Koromfe",Niger-Congo,"Niger-Congo, Gur","Africa, West, Burkina Faso",Africa,Africa,Africa,"Rennison 1997:242, 250f.",,,John Rennison (p.c.),y,n,,VO,VO,1.0,VO,SVO,both,NoDom,1.0,NoDom,pre/post,,GenN,1.0,GenN,"„require a subject, but are quite free in allowing (or allowing the omission of) all other verb arguments“",,N Dem,N Dem,NDem,1.0,NDem,n,"y (general article in beginning of NP, 2 (short =def, long more like dem) def marker at end requires presence of initial article)",y,ArtN,n,n,,"1? (general demonstrative?, there are separate anaphoric and visible demonstrative adjectives though)",,,y,y,y,pre,n,,all,y,all,all,all (+pl),n,y,y,y,"y (y initial article, but also final determiners)",,y,"full form (clitic form not normally as it would indicate possession, but with Num constructs APC)",n,n (prefixes modifying indifferent root),,,,,,n,(y?),,y,y,,John Rennison (p.c.),y,n,,,n,,,,,"rennison1997[242, 250f.]",johnrennison(pc)
124,Supyire,spp,supy1237,sup,Supyire,Supyire,Supyire,11.632,-5.87709,1.2,0.4,1.1,0.5,1.2,0.5,,1.0,"Niger-Congo, Senufo","Niger-Congo, Senufo",Senufo,"Niger-Congo, Senufo",Niger-Congo,"Niger-Congo, Senufo","Africa, West, Mali",Africa,Africa,Africa,Carlson 1994:207f.,,,,y,,y,OV,OV,1.0,OV,SOV,post,post,1.0,post,post (and three pre?),,GenN,1.0,GenN,,,Dem N,Dem N,DemN,1.0,DemN,y,y (def gender suffixes),y,NArt,y,y,y,"1 („the same form being used with both proximal and distal meaning“), generally: „The class of determiners... is nearly coextensive with the class of third person pronouns“",,,y,y? (only ex from numeral expr),y,pre,n,,all,y,no-sg?,unclear (+3),(no-sg??),n,y,,y,"n (with numeral head shin „person“, numeral optionally definite)",no info,y,"(3 is phonological clitic, 12 tonally behave like nouns)",n,,,,,,,n,,,"(double determiners possible, but only 3rd)",n,,,,,,,n,,,"demonstratives possible with indefinite (any of these), non-def",,carlson1994[207f.],
125,Lezgian,lez,lezg1247,lez,Lezgian,Lezgian,Lezgian,41.5157,47.8951,-0.2,0.5,0.0,1.5,0.0,1.5,,1.0,North East Caucasian,North East Caucasian,Lezgic,Lezgic,North East Caucasian,North East Caucasian,"Europe, East",Europe,Eurasia,Eurasia,Haspelmath 1993:259,,,,y,y,n,OV,OV,1.0,OV,SOV,post,post,1.0,post,post,,GenN,1.0,GenN,no (although sometimes possible to drop),Gen/RC Dem/Num/Adj N,Dem N,Dem N,DemN,1.0,DemN,y,n,n,,y,y,,"3, dist (+1 anaphoric and 2 level distal)",,,y,y [in contrast to description for appositions noun not restricted to ABS; allegedly Russian borrowing],y,pre,n,,all?,y,unclear,"described as no 3, but 3=Dem","unclear (+pl exs and described as Russian influence, so non-sg?)",n,y,,,,,y,,n,,,,,,,y (pronominal form distinct from adnominal one),y?,n,n?,n,,,,,n,,n,,,,,haspelmath1993[259],
126,Abkhaz,abk,abkh1244,abk,Abkhaz,Abkhaz,Abkhaz,43.056218,41.159115,-0.1,-0.4,-0.1,0.1,-0.2,0.0,,1.0,North West Caucasian,North West Caucasian,Northwest Caucasian,Northwest Caucasian,North West Caucasian,North West Caucasian,"Europe, East",Europe,Eurasia,Eurasia,"Hewitt 1989:157, 159",,,George Hewitt (p.c.),y,,,OV,OV,1.0,OV,SOV (free),post,post,1.0,post,post,,GenN,1.0,GenN,agree? (yes),Dem N,Dem N,Dem N,DemN,1.0,DemN,y,y,y,ArtN,n,n,y,"3, pers based? (near speaker, [visible,-remote], [invisible, +remote])",,,y,y,y,pre,n,,all,y,all,all,"unclear (+pl, +sg PC G.Hewitt)",n,y,,y,y,,y,unreduced preferred,n,,,,,,,n,,,,,,,,,n (except if attributive adj follows),,y,,,,,"hewitt1989[157, 159]",
127,Chilliwack Halkomelem,hur,chil1281,,Halkomelem,Halkomelem,Halkomelem,49.1169072,-122.7078057,,,,,,,coord for halk1245,,"Salishan, Central Salish, Halkomelem","Salishan, Central Salish",Central Salish,,,"Salishan, Central Salish, Halkomelem","America, North","America, North",North America,North America,"Galloway 1977:434f., Suttles 2004:334f.?",,,,,,,VO,,0.0,VO,VSO,pre,,0.0,pre,pre,,,0.0,NGen,,,Dem N,Dem N,,0.0,DemN,n,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"galloway1977[434f., Suttles 2004:334f.?]",
128,East Geshiza,(ero),gesh1238,,E.Geshiza,E.Geshiza,E.Geshiza,31.1026,101.72,0.5,-0.7,,,0.5,1.6,coord for horp1239,1.0,"Sino-Tibetan, Burmo-Qiangic, Na-Qiangic, Qiangic, Gyalrongic, Horpa-Khroskyabs, Horpa","Sino-Tibetan, Burmo-Qiangic",Burmo-Qiangic,"Sino-Tibetan, Burmo-Qiangic",Burmo-Qiangic,"Sino-Tibetan, Burmo-Qiangic, Na-Qiangic, Qiangic, Gyalrongic, Horpa-Khroskyabs, Horpa","Asia, East",Asia,Eurasia,Eurasia,"Honkasalo 2019:388, 400, 438, 480, 507, 646",also Horpa,,Sami Honkasalo (p.c.),y,,,OV,,0.0,OV,SOV,post,,0.0,post,post,,,0.0,GenN,agree,,Dem N (Dem?),Dem N,,0.0,DemN,y,n,n,,n,n,,no level distinction (3 different Dem distinguished syntactically),,,y,y,y,post,n,,all,y,unclear (+pl),"all? (+1, +3)",,y,y,,,,possibly?,,y,n,y,,,,,,n (but demonstratives can also be used as third pronouns),,,?,y,,"Honkasalo 2019:301f.,400",,,y,,,,,,,"honkasalo2019[388, 400, 438, 480, 507, 646]","honkasalo2019[301f.,400]"
129,Mandarin,cmn,mand1415,mnd,Mandarin,Mandarin,Mandarin,40.0209,116.228,1.15,0.5,0.5,-0.7,1.15,0.5,,1.0,"Sino-Tibetan, Sinitic","Sino-Tibetan, Sinitic",Chinese,"Sino-Tibetan, Chinese","Sino-Tibetan, Chinese","Sino-Tibetan, Chinese","Asia, East",Asia,Eurasia,Eurasia,"Boskovic & Hsieh 2013:sec. 7.3, Huang et al. 2009:297f.",,,Mengying Xia (p.c.),y,,,VO,VO,1.0,VO,SVO,both,NoDom,1.0,NoDom,pre/post,,GenN,1.0,GenN,radical,,Dem N,Dem N,DemN,1.0,DemN,y,n,n,,n,n,,"2, dist",,,y,y,y,pre,n,,all,y,non-sg,all,"all (change 2024/05/11, cf. Huang et al. 2009: 297, fn. 12 for singular example and restrictions)",n?,y,,,,,,,n,y,,,,,,n,,,y,y,,"Huang et al. 2009:298f., Mengying Xia (p.c.)",y (restrictions),y (more restrictions?),y,y?,n,,y,,,"boskovichsieh2013[sec. 7.3, Huang et al. 2009:297f.]","huangetal2009[298f., Mengying Xia (p.c.)]"
130,Lakkia,lbc,lakk1238,lkk,Lakkia,Lakkia,Lakkia,24.1169,110.106,-0.2,0.4,,,,,,1.0,"Tai-Kadai, Kam-Tai, Lakkia-Biao","Tai-Kadai, Kam-Tai",Kadai,Kadai,Kadai,"Tai-Kadai, Kam-Tai","Asia, East",Asia,Eurasia,Eurasia,Fan 2019:137,,,,y,,,VO,,0.0,VO,SVO,pre,,0.0,pre,pre,,,0.0,GenN,,,N Dem,N Dem,,0.0,NDem,n,n,n,,n,n,,"3, dist",,,y,y,y,pre,n,,,?,,all? (+1),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fan2019[137],
131,Hungarian,hun,hung1274,hun,Hung,Hungarian,Hung,46.9068585714,19.6555271429,0.5,-0.8,0.5,-0.7,1.15,-0.1,,1.0,"Uralic, Ugric","Uralic, Ugric",Ugric,"Uralic, Ugric",Uralic,Ugric,"Europe, Central",Europe,Eurasia,Eurasia,"Kenesei,Vago&Fenyvesi 1998:269; Höhn 2016:559",,,András Bárány (p.c.) elicit,y,y,NP-final marking,VO,VO,1.0,VO,SVO (SOV),post,post,1.0,post,post,,GenN,1.0,GenN,agree,Dem[inflect] Art Dem[uninfl],Dem N,Dem N,DemN,1.0,DemN,y,y,y,ArtN,n,n,y,"2, dist",,,y,y,y,pre,n,,no 3,n,non-sg,no 3 (?) [no önök],non-sg,n,y,,n,n,n (but cf. model-essive case for numerals!),"y (possessive marking on numeral, potentially Num preceded by pronoun with appropriate case marking)",,,,,,,,,n,,,,,,,,,n,y (ék),y,,,,,"kenesei,vagofenyvesi1998[269];hoehn2016[559]",
132,Finnish,fin,finn1318,fin,Finnish,Finnish,Finnish,64.7628,25.5577,0.5,-0.7,0.5,-0.7,0.5,1.6,,1.0,"Uralic, Finnic","Uralic, Finnic",Finnic,"Uralic, Finnic",Uralic,"Uralic, Finnic","Europe, North",Europe,Eurasia,Eurasia,Sulkala&Karjalainen 1992:277,changed to allowing 3 (pl) APCs based on textual evidence and discussion with Anders Holmberg and Tiina Savolainen,,Anders Holmberg (p.c.); Tommi Gröndahl (p.c.); Tiina Savolainen (p.c.),y,y,y,VO,VO,1.0,VO,SVO,post,post,1.0,post,post,,GenN,1.0,GenN,partial (1/2),Dem Num A N,Dem N,Dem N,DemN,1.0,DemN,y,n (but sm case marking effects),n,,n,n,,"3, dist [distal for anaphoric/cataphoric use]",,,y,y,y,pre,n,,all,y,non-sg,all,non-sg,n,y,,,,n,y,,n,,,,,,,n,y,,,,,,,,n,,y,"y, colloquially",,,,sulkalakarjalainen1992[277],
133,Classical Nahuatl,nci,clas1250,,Classical Nahuatl,Classical Nahuatl,Classical Nahuatl,19.72,-96.97,-0.1,0.5,0.5,-0.7,-0.1,0.5,,1.0,"Uto-Aztecan, Aztecan, Nahuatl, Central Nahuatl, Nuclear Nahuatl","Uto-Aztecan, Aztecan",Aztecan,Aztecan,"Uto-Aztecan, Aztecan","Uto-Aztecan, Aztecan","America, Central","America, North",North America,North America,Andrews 1975:192-194; Andrews 2003:ch. 17.3," (Steele 1976, MacSwan1998 on Southwest Pueblo Nahuatl)",,,y,,,NC,,0.0,NC,non-configurational,post,,0.0,NoAdpos,post,,,0.0,unclear,,,,both,,0.0,mixed,y,n,n,,,,,,,,y,no info,n,,pre,,all,y,all,all,all,,,,,,,,,prefix (obligatory),,,,,,,,,,,,,,,,"n (but sg/pl only on animates, common number on inanim)",,,,,,,andrews1975[192-194];andrews2003[ch. 17.3],
